Primary planet name;Star name;Description
Kepler-268 b;Kepler-268;Kepler-268 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-268 b are still unknown, the object is highly unlikely to be a false positive.
Kepler-267 d;Kepler-267;Kepler-267 d has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-267 d are still unknown, the object is highly unlikely to be a false positive.
Kepler-267 c;Kepler-267;Kepler-267 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-267 c are still unknown, the object is highly unlikely to be a false positive.
Kepler-267 b;Kepler-267;Kepler-267 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-267 b are still unknown, the object is highly unlikely to be a false positive.
Kepler-266 c;Kepler-266;Kepler-266 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-266 c are still unknown, the object is highly unlikely to be a false positive.
Kepler-266 b;Kepler-266;Kepler-266 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-266 b are still unknown, the object is highly unlikely to be a false positive.
Kepler-265 e;Kepler-265;Kepler-265 e has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-265 e are still unknown, the object is highly unlikely to be a false positive.
Kepler-265 d;Kepler-265;Kepler-265 d has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-265 d are still unknown, the object is highly unlikely to be a false positive.
Kepler-265 c;Kepler-265;Kepler-265 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-265 c are still unknown, the object is highly unlikely to be a false positive.
Kepler-265 b;Kepler-265;Kepler-265 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-265 b are still unknown, the object is highly unlikely to be a false positive.
Kepler-264 c;Kepler-264;Kepler-264 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-264 c are still unknown, the object is highly unlikely to be a false positive.
Kepler-264 b;Kepler-264;Kepler-264 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-264 b are still unknown, the object is highly unlikely to be a false positive.
Kepler-263 c;Kepler-263;Kepler-263 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-263 c are still unknown, the object is highly unlikely to be a false positive.
